id;iter;answer_token_len;correct_answer_idx;finish_reasons;frequency_of_answer;is_correct;model_guessed_its_correct;reasoning_token_len;sampled_finish_reasons;yes_no_probabilities
(48, 3);8;76;0;;0.8;True;;4004;stop;[0.019113073932936455, 0.9803136943893133]
(48, 3);9;285;0;;0.2;False;;3562;stop;[0.6307954813853405, 0.17380242955396857]
(49, 0);0;401;2;;1.0;True;;4991;stop;[0.012403208724806235, 0.9853090587719358]
(49, 0);1;473;2;;1.0;True;;6117;stop;[0.003705955780344466, 0.9959442077047522]
(49, 0);2;290;2;;1.0;True;;3722;stop;[0.02158203832190882, 0.976877582092885]
(49, 0);3;518;2;;1.0;True;;4683;stop;[0.002434070344847294, 0.9974380968606583]
(49, 0);4;455;2;;1.0;True;;4465;stop;[0.002799945765435671, 0.996849717361909]
(49, 0);5;470;2;;1.0;True;;2374;stop;[0.0018965654514406715, 0.9979166371993303]
(49, 0);6;454;2;;1.0;True;;3484;stop;[0.005553695793390949, 0.9942251886594714]
(49, 0);7;151;2;;1.0;True;;3402;stop;[0.010484217830557576, 0.9890510739834406]
(49, 0);8;454;2;;1.0;True;;4824;stop;[0.002433917143184227, 0.9973753617058525]
(49, 0);9;553;2;;1.0;True;;5307;stop;[0.005299937084003506, 0.9943306634834864]
(49, 1);0;577;2;;1.0;True;;6645;stop;[0.004329452675044862, 0.9951972282397435]
(49, 1);1;519;2;;1.0;True;;3838;stop;[0.0043985271247045194, 0.9954001084982215]
(49, 1);2;391;2;;1.0;True;;4194;stop;[0.0303322011283789, 0.9659842282327964]
(49, 1);3;557;2;;1.0;True;;5345;stop;[0.007570268054432125, 0.9915094267696111]
(49, 1);4;90;2;;1.0;True;;3811;stop;[0.014951148387164395, 0.9846516749125855]
(49, 1);5;373;2;;1.0;True;;2568;stop;[0.026735742696208382, 0.9723844519342445]
(49, 1);6;369;2;;1.0;True;;7569;stop;[0.0078064076975801104, 0.9909803458531483]
(49, 1);7;380;2;;1.0;True;;4497;stop;[0.01000462575047439, 0.9891022696265874]
(49, 1);8;512;2;;1.0;True;;5307;stop;[0.28621538523846835, 0.31805151694325545]
(49, 1);9;484;2;;1.0;True;;2736;stop;[0.01065191032835335, 0.9892919389629736]
(49, 2);0;405;2;;1.0;True;;3935;stop;[0.9300292445538434, 0.0007197534540476419]
(49, 2);1;335;2;;1.0;True;;3639;stop;[0.8333389282309298, 0.0014252491723730771]
(49, 2);2;424;2;;1.0;True;;3041;stop;[0.8941062851787906, 0.032567819542256404]
(49, 2);3;339;2;;1.0;True;;4587;stop;[0.8728450192126761, 0.004465438235688381]
(49, 2);4;121;2;;1.0;True;;4488;stop;[0.9060196879582482, 0.0008342906630362221]
(49, 2);5;484;2;;1.0;True;;3224;stop;[0.6184046218906263, 0.10915490290998446]
(49, 2);6;398;2;;1.0;True;;3136;stop;[0.9657241153162527, 0.01264093653230573]
(49, 2);7;473;2;;1.0;True;;4870;stop;[0.9020584784955217, 0.0063946426114144025]
(49, 2);8;409;2;;1.0;True;;5816;stop;[0.9647876855302515, 0.00038735859688092086]
(49, 2);9;235;2;;1.0;True;;3515;stop;[0.9298619249590303, 0.004289327376036886]
(49, 3);0;527;2;;1.0;True;;5009;stop;[0.0053006523318253436, 0.9944649260352962]
(49, 3);1;329;2;;1.0;True;;7406;stop;[0.0017816286251804102, 0.9979000176588915]
(49, 3);2;405;2;;1.0;True;;4652;stop;[0.006690946269471982, 0.9930242378697197]
(49, 3);3;291;2;;1.0;True;;5652;stop;[0.008810025635682152, 0.9869706489521183]
(49, 3);4;1238;2;;1.0;True;;8322;stop;[0.4648139275772869, 0.5267031829981185]
(49, 3);5;142;2;;1.0;True;;8334;stop;[0.006189807663173423, 0.9932962099869749]
(49, 3);6;470;2;;1.0;True;;6466;stop;[0.005216017899053692, 0.993997227387718]
(49, 3);7;540;2;;1.0;True;;5306;stop;[0.009121259609239006, 0.9903990909844036]
(49, 3);8;244;2;;1.0;True;;8375;stop;[0.0330497852783169, 0.9658563218728897]
(49, 3);9;521;2;;1.0;True;;5825;stop;[0.005138296041637517, 0.9946060640847718]
(50, 0);0;375;1;;0.7;False;;7793;stop;[0.9512845603516562, 0.0008366750211638879]
(50, 0);1;369;1;;0.3;True;;6088;stop;[0.05784314036352101, 0.9335409953851473]
(50, 0);2;486;1;;0.3;True;;5975;stop;[0.003705692486221948, 0.9958736212244721]
(50, 0);3;215;1;;0.7;False;;8261;stop;[0.9900650138908161, 0.0034072168523924216]
(50, 0);4;399;1;;0.3;True;;4992;stop;[0.003883421274637971, 0.9958451289954771]
(50, 0);5;710;1;;0.7;False;;7796;stop;[0.9905850466197714, 0.0010811045861668647]
(50, 0);6;478;1;;0.7;False;;5776;stop;[0.9767289194664012, 0.0008366989589706852]
(50, 0);7;370;1;;0.7;False;;5857;stop;[0.9186821537102295, 0.0032113462882398165]
(50, 0);8;550;1;;0.7;False;;6274;stop;[0.9730234075304013, 0.006924706656624941]
(50, 0);9;334;1;;0.7;False;;7102;stop;[0.8788679255729857, 0.05278012454006435]
(50, 1);0;517;1;;0.8;True;;7944;stop;[0.9559273985289262, 0.004675655046229925]
(50, 1);1;228;1;;0.8;True;;2831;stop;[0.9966801124012623, 0.0007078166531101763]
(50, 1);2;883;1;;0.8;True;;4667;stop;[0.9731855091620539, 0.0008402020396191453]
(50, 1);3;223;1;;0.8;True;;7146;stop;[0.908846033287832, 0.0010872591952497256]
(50, 1);4;462;1;;0.8;True;;7151;stop;[0.973968322603245, 0.010652062706242752]
(50, 1);5;310;1;;0.2;False;;7099;stop;[0.0014100389714631844, 0.9983635546273902]
(50, 1);6;540;1;;0.8;True;;6985;stop;[0.9585535623419946, 0.002180355617463727]
(50, 1);7;286;1;;0.8;True;;5597;stop;[0.9327897435667429, 0.012795806105490994]
(50, 1);8;453;1;;0.2;False;;6821;stop;[0.09352583555368514, 0.8467137284675883]
(50, 1);9;495;1;;0.8;True;;4430;stop;[0.9937740797321633, 0.0023875307333184027]
(50, 2);0;289;1;;1.0;False;;6313;stop;[0.9839034138992278, 0.0011165879440456071]
(50, 2);1;398;1;;1.0;False;;6635;stop;[0.992058900148481, 0.00123649722247499]
(50, 2);2;305;1;;1.0;False;;1819;stop;[0.9931855456915362, 0.0002362575947898209]
(50, 2);3;361;1;;1.0;False;;7805;stop;[0.9558164088266855, 0.02213014925127423]
(50, 2);4;504;1;;1.0;False;;6226;stop;[0.8199389815256802, 0.013047608368741118]
(50, 2);5;268;1;;1.0;False;;9136;stop;[0.9808746816262267, 0.0011218816324233061]
(50, 2);6;735;1;;1.0;False;;6555;stop;[0.9594056052764851, 0.0027803139094600728]
(50, 2);7;516;1;;1.0;False;;7559;stop;[0.40265832885073255, 0.008878522330251992]
(50, 2);8;739;1;;1.0;False;;5593;stop;[0.9315857204574233, 0.0008105949598305738]
(50, 2);9;348;1;;1.0;False;;6638;stop;[0.9103772113013037, 0.002128175713011803]
(63, 0);0;367;0;;0.6;True;;3986;stop;[0.530599923411986, 0.016022727421066505]
(63, 0);1;432;0;;0.4;False;;4611;stop;[0.015809566838308652, 0.9554457199451]
(63, 0);2;285;0;;0.6;True;;3001;stop;[0.7094473301388124, 0.0019313831565736998]
(63, 0);3;357;0;;0.6;True;;2916;stop;[0.691133224536624, 0.01306036885273136]
(63, 0);4;172;0;;0.6;True;;5554;stop;[0.9396290646153829, 0.0159165606020741]
(63, 0);5;411;0;;0.4;False;;3183;stop;[0.006433411359953636, 0.9928377180069512]
(63, 0);6;112;0;;0.4;False;;2883;stop;[0.010312288654850519, 0.9881515224171894]
(63, 0);7;251;0;;0.6;True;;6156;stop;[0.7041771276012818, 0.1829794070290147]
(63, 0);8;498;0;;0.4;False;;3650;stop;[0.0029805693896589594, 0.996864169692714]
(63, 0);9;401;0;;0.6;True;;3486;stop;[0.8750257001709453, 0.01647093022324073]
(63, 1);0;389;0;;1.0;False;;1444;stop;[0.5870919548779487, 0.013593022084264014]
(63, 1);1;345;0;;1.0;False;;7884;stop;[0.7959676930788214, 0.011353870034826206]
(63, 1);2;420;0;;1.0;False;;5045;stop;[0.8905879279938438, 0.0037957200513089743]
(63, 1);3;95;0;;1.0;False;;1587;stop;[0.9673572881490663, 0.006317464175632134]
(63, 1);4;238;0;;1.0;False;;4562;stop;[0.9363743558098359, 0.010858888057940918]
(63, 1);5;398;0;;1.0;False;;6629;stop;[0.8640338247518159, 0.02096515643989426]
(63, 1);6;302;0;;1.0;False;;3752;stop;[0.8459474654064656, 0.0014869208511570622]
(63, 1);7;357;0;;1.0;False;;5607;stop;[0.9354350185724479, 0.0013315243384971502]
(63, 1);8;441;0;;1.0;False;;5225;stop;[0.6903592792834312, 0.012351466190425644]
(63, 1);9;200;0;;1.0;False;;1509;stop;[0.9758632131381318, 0.0043801046632978855]
(63, 2);0;580;0;;0.9;True;;8429;stop;[0.005766468456831149, 0.9927681583979815]
(63, 2);1;267;0;;0.9;True;;3231;stop;[0.1570387125848514, 0.8228240458176608]
(63, 2);2;398;0;;0.9;True;;9325;stop;[0.007118064851989188, 0.9924095868123133]
(63, 2);3;114;0;;0.9;True;;4922;stop;[0.0062866324159186115, 0.9931933067339901]
(63, 2);4;109;0;;0.9;True;;6060;stop;[0.09137120552018091, 0.8669058093534859]
(63, 2);5;227;0;;0.1;False;;6785;stop;[0.555550384511856, 0.021541026070055782]
(63, 2);6;223;0;;0.9;True;;7253;stop;[0.004061435037866692, 0.9938003344249315]
(63, 2);7;184;0;;0.9;True;;3642;stop;[0.02439811399489638, 0.9745791303968686]
(63, 2);8;213;0;;0.9;True;;2889;stop;[0.00669108027146962, 0.9930445749992872]
(63, 2);9;270;0;;0.9;True;;6854;stop;[0.0029719223039025395, 0.9939721403655591]
(63, 3);0;109;0;;0.6;False;;5193;stop;[0.5761723479796894, 0.3605594421420218]
(63, 3);1;347;0;;0.6;False;;6979;stop;[0.9665640097001752, 0.01562305534092727]
(63, 3);2;109;0;;0.6;False;;3199;stop;[0.828953234124435, 0.10375566149492339]
(63, 3);3;387;0;;0.4;True;;3224;stop;[0.011504683032787438, 0.9881942440215635]
(63, 3);4;388;0;;0.4;True;;5580;stop;[0.022172330719355794, 0.9727188836343309]
(63, 3);5;287;0;;0.6;False;;7465;stop;[0.7668242641876263, 0.12156641263598011]
(63, 3);6;148;0;;0.4;True;;4806;stop;[0.4294224872613789, 0.517982393916271]
(63, 3);7;64;0;;0.6;False;;6245;stop;[0.9116039741760285, 0.019368406672076687]
(63, 3);8;446;0;;0.4;True;;5542;stop;[0.47350485885307714, 0.5200433503418891]
(63, 3);9;169;0;;0.6;False;;4711;stop;[0.526113338541278, 0.38491274107409457]
(64, 0);0;72;2;;0.6;True;;3810;stop;[0.008846367165480975, 0.991042162352479]
(64, 0);1;112;2;;0.4;False;;3624;stop;[0.38211424057982213, 0.022591972024252532]
(64, 0);2;104;2;;0.6;True;;1962;stop;[0.006096877970351576, 0.9937907976170292]
(64, 0);3;195;2;;0.4;False;;3229;stop;[0.695144708108228, 0.19153249432629488]
(64, 0);4;115;2;;0.6;True;;2447;stop;[0.002672221263183588, 0.9970340743282751]
(64, 0);5;99;2;;0.4;False;;2080;stop;[0.5716795093138259, 0.013603091827175916]
(64, 0);6;335;2;;0.6;True;;2329;stop;[0.2654744055037616, 0.6124430538078519]
(64, 0);7;281;2;;0.6;True;;2186;stop;[0.0027147750783561796, 0.9972079487152333]
(64, 0);8;320;2;;0.4;False;;3316;stop;[0.5610257660317313, 0.18792010382156382]
(64, 0);9;121;2;;0.6;True;;3810;stop;[0.001345675828727375, 0.9985169741038618]
(64, 1);0;264;2;;0.9;True;;3482;stop;[0.004132853567212164, 0.995597518226661]
(64, 1);1;159;2;;0.9;True;;2847;stop;[0.05030715077817069, 0.9492264040610175]
(64, 1);2;57;2;;0.9;True;;3466;stop;[0.014495835592723865, 0.9849703112704865]
(64, 1);3;137;2;;0.9;True;;5406;stop;[0.04134278759803166, 0.9263692524773633]
(64, 1);4;79;2;;0.9;True;;2570;stop;[0.005466318972174161, 0.9939933407092756]
(64, 1);5;341;2;;0.9;True;;3392;stop;[0.21240612930231836, 0.7356008266489703]
(64, 1);6;300;2;;0.1;False;;3821;stop;[0.6003786981797347, 0.07999270960147693]
(64, 1);7;68;2;;0.9;True;;3999;stop;[0.008982023067675605, 0.9906388579010625]
(64, 1);8;71;2;;0.9;True;;2003;stop;[0.005998903883219902, 0.9932194124195981]
(64, 1);9;144;2;;0.9;True;;3720;stop;[0.003945065330845558, 0.9959682119394544]
(64, 2);0;345;2;;1.0;True;;2700;stop;[0.6268895203542757, 0.010132727483475693]
(64, 2);1;83;2;;1.0;True;;2305;stop;[0.9366711915227828, 0.019516075629501365]
(64, 2);2;317;2;;1.0;True;;2443;stop;[0.9118902602782095, 0.008507593919308542]
(64, 2);3;58;2;;1.0;True;;1738;stop;[0.9442332658323187, 0.00767426997895722]
(64, 2);4;87;2;;1.0;True;;2139;stop;[0.941282607909083, 0.014588754987168827]
(64, 2);5;42;2;;1.0;True;;1537;stop;[0.8605011969967664, 0.12396696218404428]
(64, 2);6;30;2;;1.0;True;;1323;stop;[0.9598213232657467, 0.009822896453198062]
(64, 2);7;72;2;;1.0;True;;2495;stop;[0.9814042752679407, 0.002656143368468624]
(64, 2);8;51;2;;1.0;True;;2445;stop;[0.9245223224518522, 0.025820072183732033]
(64, 2);9;89;2;;1.0;True;;2666;stop;[0.7984543758532119, 0.011705062024372999]
(64, 3);0;54;2;;0.8;True;;1830;stop;[0.008844523970662831, 0.9908354364102692]
(64, 3);1;97;2;;0.2;False;;2129;stop;[0.6579912379311736, 0.04189998314359931]
(64, 3);2;42;2;;0.8;True;;2215;stop;[0.009410673823030452, 0.9903856436826404]
(64, 3);3;126;2;;0.8;True;;3269;stop;[0.006095354778440086, 0.9935426774916878]
(64, 3);4;214;2;;0.8;True;;2363;stop;[0.028088753154245617, 0.8704088530588053]
(64, 3);5;99;2;;0.8;True;;2536;stop;[0.011154241608867512, 0.9885060910065554]
(64, 3);6;84;2;;0.8;True;;2581;stop;[0.006096872155918418, 0.9937897383372877]
(64, 3);7;298;2;;0.8;True;;3103;stop;[0.21760080194170378, 0.2928138844020662]
(64, 3);8;157;2;;0.8;True;;1354;stop;[0.006288761143197724, 0.9935299689202921]
(64, 3);9;111;2;;0.2;False;;2885;stop;[0.7240875593433724, 0.02278102218806091]
(65, 2);0;322;0;;1.0;True;;1666;stop;[0.025151788274913364, 0.9737738570927553]
(65, 2);1;124;0;;1.0;True;;402;stop;[0.00232311787212613, 0.9976574350126877]
(65, 2);2;186;0;;1.0;True;;1785;stop;[0.005729999951183761, 0.9942270738839807]
(65, 2);3;89;0;;1.0;True;;3891;stop;[0.002800467845312442, 0.997035614811071]
(65, 2);4;101;0;;1.0;True;;757;stop;[0.005384600440966648, 0.9945526463144765]
(65, 2);5;68;0;;1.0;True;;2469;stop;[0.012427978902306618, 0.9872764964061423]
(65, 2);6;121;0;;1.0;True;;1169;stop;[0.003944841479901461, 0.9959118100010952]
(65, 2);7;211;0;;1.0;True;;1224;stop;[0.014955576315112492, 0.9849434798771759]
(65, 2);8;29;0;;1.0;True;;1578;stop;[0.006096648304458117, 0.9937534777762556]
(65, 2);9;253;0;;1.0;True;;616;stop;[0.07944411247181211, 0.8213845246871487]
(67, 0);0;580;3;;0.8;True;;8167;stop;[0.16432736175457152, 0.7027389927163364]
(67, 0);1;371;3;;0.8;True;;3659;stop;[0.01793008871566389, 0.9637723473880707]
(67, 0);2;50;3;;0.8;True;;3490;stop;[0.02296601932103793, 0.976540058065939]
(67, 0);3;249;3;;0.8;True;;3709;stop;[0.08691693129095804, 0.6322770893464599]
(67, 0);4;288;3;;0.8;True;;4337;stop;[0.06874633008524693, 0.8776942993092562]
(67, 0);5;279;3;;0.8;True;;3391;stop;[0.015892883475649773, 0.9832577001637883]
(67, 0);6;440;3;;0.8;True;;5462;stop;[0.055083724602693625, 0.9172263217954283]
(67, 0);7;94;3;;0.8;True;;5158;stop;[0.010981593885116174, 0.9885314856606952]
(67, 0);8;480;3;;0.2;False;;4422;stop;[0.40794282034504936, 0.354426864410107]
(67, 0);9;109;3;;0.2;False;;3428;stop;[0.7720740834111947, 0.08628658751036472]
(67, 1);0;162;3;;0.9;False;;4170;stop;[0.7148131925790518, 0.023430823520641086]
(67, 1);1;233;3;;0.9;False;;6806;stop;[0.9634480226752601, 0.0026024572333489446]
(67, 1);2;486;3;;0.1;True;;6114;stop;[0.03810686132951444, 0.8406238365856309]
(67, 1);3;549;3;;0.9;False;;4630;stop;[0.19720261170741107, 0.006540290391307402]
(67, 1);4;310;3;;0.9;False;;2083;stop;[0.6019003917493214, 0.006898762371132998]
(67, 1);5;123;3;;0.9;False;;8865;stop;[0.9570295443595266, 0.016274761525516046]
(67, 1);6;631;3;;0.9;False;;5842;stop;[0.5175408347964974, 0.0016216816530351687]
(67, 1);7;58;3;;0.9;False;;6769;stop;[0.7910554213473009, 0.022092609031718093]
(67, 1);8;384;3;;0.9;False;;6723;stop;[0.6976582061675547, 0.031874040346891674]
(67, 1);9;513;3;;0.9;False;;4730;stop;[0.9408864860890375, 0.005772311706860878]
(67, 2);0;337;3;;0.9;False;;5908;stop;[0.7379928252661466, 0.00068356002413105]
(67, 2);1;51;3;;0.9;False;;3663;stop;[0.9712856975841165, 0.010295897640993158]
(67, 2);2;285;3;;0.9;False;;5096;stop;[0.9090465574667018, 0.0017276661135903798]
(67, 2);3;555;3;;0.9;False;;6034;stop;[0.9258991117146778, 0.00212259660187523]
(67, 2);4;348;3;;0.9;False;;6187;stop;[0.8753513942331421, 0.030663190964800562]
(67, 2);5;424;3;;0.9;False;;4811;stop;[0.5299973435762642, 0.0910267232235631]
(67, 2);6;459;3;;0.1;True;;6041;stop;[0.10474246877629309, 0.7157848900253567]
(67, 2);7;608;3;;0.9;False;;4821;stop;[0.7227483245476883, 0.010031371900542018]
(67, 2);8;315;3;;0.9;False;;6701;stop;[0.7862841087134611, 0.003263966743560787]
(67, 2);9;407;3;;0.9;False;;5762;stop;[0.8364179503237993, 0.004123194655948754]
(67, 3);0;316;3;;1.0;True;;2189;stop;[0.8829351572604432, 0.008401972588239394]
(67, 3);1;575;3;;1.0;True;;3043;stop;[0.9150983764693996, 0.01729265110207821]
(67, 3);2;452;3;;1.0;True;;3463;stop;[0.8240064290527733, 0.004549237862739026]
(67, 3);3;330;3;;1.0;True;;4131;stop;[0.7965118528381921, 0.010307382374500088]
(67, 3);4;293;3;;1.0;True;;4040;stop;[0.5721310758321991, 0.023893029160546118]
(67, 3);5;396;3;;1.0;True;;3495;stop;[0.7234116816319026, 0.23855584594367046]
(67, 3);6;211;3;;1.0;True;;2724;stop;[0.9443829385966379, 0.016925196746677244]
(67, 3);7;90;3;;1.0;True;;2787;stop;[0.9028644072310621, 0.03187501308025078]
(67, 3);8;410;3;;1.0;True;;1532;stop;[0.9522692072073721, 0.02659498756420791]
(67, 3);9;578;3;;1.0;True;;4842;stop;[0.4023761841407535, 0.003591741970203613]
(68, 0);0;287;1;;0.4;True;;2741;stop;[0.005910514158417196, 0.993995578660292]
(68, 0);1;746;1;;0.6;False;;8014;stop;[0.6830185806389061, 0.17678946541121532]
(68, 0);2;319;1;;0.4;True;;8039;stop;[0.014946857186709713, 0.9843692826093654]
(68, 0);3;272;1;;0.6;False;;3500;stop;[0.6638467594155735, 0.003122632972706682]
(68, 0);4;292;1;;0.6;False;;9015;stop;[0.9259948814493218, 0.008717576555366617]
(68, 0);5;280;1;;0.6;False;;6367;stop;[0.6819942241997916, 0.10296573044014663]
(68, 0);6;0;1;;0.6;False;;10240;length;[0.7652056868992562, 0.21923511294876424]
(68, 0);7;463;1;;0.4;True;;3358;stop;[0.0045357759583149896, 0.9948791393346782]
(68, 0);8;342;1;;0.4;True;;8915;stop;[0.008119152587299566, 0.9911972046501879]
(68, 0);9;320;1;;0.6;False;;7229;stop;[0.6154842272109033, 0.0020852931367376882]
(68, 1);0;255;1;;1.0;True;;2181;stop;[0.9252585744092939, 0.033702541862542464]
(68, 1);1;390;1;;1.0;True;;1578;stop;[0.953524397543792, 0.021905276048088722]
(68, 1);2;950;1;;1.0;True;;3083;stop;[0.8952869752500939, 0.023124538283218577]
(68, 1);3;290;1;;1.0;True;;3599;stop;[0.9362540671850228, 0.03129472025273941]
(68, 1);4;249;1;;1.0;True;;5287;stop;[0.36507415337222493, 0.06101001994525465]
(68, 1);5;369;1;;1.0;True;;2172;stop;[0.8890967177731494, 0.03669740697740089]
(68, 1);6;281;1;;1.0;True;;2007;stop;[0.8167965876952202, 0.017085025542229057]
(68, 1);7;353;1;;1.0;True;;3169;stop;[0.9625433891222633, 0.018766609855955924]
(68, 1);8;282;1;;1.0;True;;5733;stop;[0.5725298632662014, 0.01898814613770323]
(68, 1);9;170;1;;1.0;True;;7438;stop;[0.4331904915228053, 0.0065776490001268045]
(68, 2);0;342;1;;0.4;True;;6165;stop;[0.1249673700023484, 0.8473510897786861]
(68, 2);1;306;1;;0.6;False;;3168;stop;[0.8157766076261087, 0.04495684668970511]
(68, 2);2;403;1;;0.4;True;;7058;stop;[0.03725073336220877, 0.9607091793647795]
(68, 2);3;427;1;;0.6;False;;9211;stop;[0.8697924468062865, 0.053057681980826416]
(68, 2);4;50;1;;0.6;False;;10189;length;[0.5431937783861871, 0.43646846282075435]
(68, 2);5;398;1;;0.4;True;;6689;stop;[0.0018673159633127376, 0.9979990308054426]
(68, 2);6;630;1;;0.6;False;;4653;stop;[0.6922008687721573, 0.029020460818858805]
(68, 2);7;262;1;;0.6;False;;5958;stop;[0.3769091724792959, 0.006957476632631852]
(68, 2);8;228;1;;0.4;True;;725;stop;[0.017978245515685456, 0.981579172711448]
(68, 2);9;493;1;;0.6;False;;4840;stop;[0.9531665317981449, 0.011382252879211654]
(68, 3);0;153;1;;0.5;False;;2639;stop;[0.49565934714619564, 0.016697585515833054]
(68, 3);1;0;1;;0.5;False;;10240;length;[0.586650713931688, 0.4031987460803188]
(68, 3);2;419;1;;0.5;True;;7355;stop;[0.002182260092880439, 0.9976086718707746]
(68, 3);3;565;1;;0.5;False;;5238;stop;[0.8275829958587086, 0.00407964338168421]
(68, 3);4;204;1;;0.5;True;;7008;stop;[0.03110023796329538, 0.9675000983795065]
(68, 3);5;298;1;;0.5;True;;6066;stop;[0.015653486976048785, 0.9836976933386975]
(68, 3);6;357;1;;0.5;True;;5117;stop;[0.19589388938769775, 0.7993693959414853]
(68, 3);7;264;1;;0.5;True;;4708;stop;[0.018242240896594146, 0.9805511238259492]
(68, 3);8;255;1;;0.5;False;;7572;stop;[0.7739427880203142, 0.01139013631059448]
(68, 3);9;354;1;;0.5;False;;1693;stop;[0.9254763103931994, 0.010443015078905984]
(69, 0);0;107;0;;1.0;True;;1885;stop;[0.943537298673767, 0.014666610005107283]
(69, 0);1;257;0;;1.0;True;;4102;stop;[0.846990553228746, 0.0048814367185818245]
(69, 0);2;110;0;;1.0;True;;2605;stop;[0.9864298118225828, 0.0004740070836691637]
(69, 0);3;225;0;;1.0;True;;3908;stop;[0.8284128584521004, 0.005669701172087993]
(69, 0);4;137;0;;1.0;True;;2984;stop;[0.874926492812718, 0.004627201627226745]
(69, 0);5;466;0;;1.0;True;;6223;stop;[0.7105357693102772, 0.003846906962846616]
(69, 0);6;113;0;;1.0;True;;1810;stop;[0.9162184019972547, 0.011801231914161091]
(69, 0);7;143;0;;1.0;True;;3274;stop;[0.8823186034989405, 0.0028748215421498906]
(69, 0);8;36;0;;1.0;True;;2793;stop;[0.959432160942444, 0.0058175123840787145]
(69, 0);9;219;0;;1.0;True;;3439;stop;[0.8903882846390186, 0.026264549188816155]
(86, 0);0;144;3;;1.0;True;;521;stop;[0.0069035372124169846, 0.9930526863839988]
(86, 0);1;61;3;;1.0;True;;452;stop;[0.01322066075399062, 0.98661613676688]
(86, 0);2;84;3;;1.0;True;;1003;stop;[0.0022516494912822637, 0.9976605199975006]
(86, 0);3;175;3;;1.0;True;;576;stop;[0.02594777273214259, 0.9736830953858281]
(86, 0);4;64;3;;1.0;True;;689;stop;[0.006096104699414178, 0.993664721178541]
(86, 0);5;63;3;;1.0;True;;618;stop;[0.009411593776580516, 0.9904824694376874]
(86, 0);6;113;3;;1.0;True;;630;stop;[0.0222798388850217, 0.9774354378104485]
(86, 0);7;115;3;;1.0;True;;671;stop;[0.018542051873116673, 0.9812147492581934]
(86, 0);8;152;3;;1.0;True;;519;stop;[0.022967640133834642, 0.9766089531365371]
(86, 0);9;280;3;;1.0;True;;685;stop;[0.022968341061282024, 0.9766387427782842]
(86, 1);0;95;3;;0.9;True;;745;stop;[0.042060946442321986, 0.9573028034525396]
(86, 1);1;81;3;;0.9;True;;643;stop;[0.01971739977754988, 0.98019490720454]
(86, 1);2;57;3;;0.9;True;;618;stop;[0.016907015470595012, 0.9826261829855599]
(86, 1);3;191;3;;0.9;True;;633;stop;[0.01205093586397921, 0.9877130013713608]
(86, 1);4;86;3;;0.9;True;;676;stop;[0.0025506429925184503, 0.9973437006986365]
(86, 1);5;222;3;;0.9;True;;610;stop;[0.00490339613712662, 0.9946870865969277]
(86, 1);6;118;3;;0.9;True;;570;stop;[0.0980071537425262, 0.9012569824858003]
(86, 1);7;156;3;;0.9;True;;478;stop;[0.014055527932952247, 0.9853686650003465]
(86, 1);8;234;3;;0.1;False;;509;stop;[0.397318558466206, 0.2861778220980538]
(86, 1);9;192;3;;0.9;True;;746;stop;[0.3608842746689747, 0.5766913945062694]
(86, 2);0;134;3;;0.8;True;;691;stop;[0.02095441245577291, 0.9785766972491919]
(86, 2);1;78;3;;0.8;True;;844;stop;[0.005729672087336923, 0.9941700441833936]
(86, 2);2;78;3;;0.8;True;;664;stop;[0.003172304917120519, 0.9967084152529753]
(86, 2);3;147;3;;0.2;False;;800;stop;[0.37213786834612095, 0.06466786874425325]
(86, 2);4;231;3;;0.8;True;;728;stop;[0.024877858589963414, 0.9707224792891348]
(86, 2);5;69;3;;0.8;True;;711;stop;[0.008315256534328639, 0.9916218284574929]
(86, 2);6;63;3;;0.8;True;;471;stop;[0.0075767648440099155, 0.9923601612791874]
(86, 2);7;118;3;;0.8;True;;519;stop;[0.08831592631207397, 0.891959218690122]
(86, 2);8;148;3;;0.8;True;;778;stop;[0.04466747017018295, 0.9550325873257942]
(86, 2);9;130;3;;0.2;False;;879;stop;[0.7538062824973162, 0.009526158832589319]
(86, 3);0;228;3;;1.0;True;;565;stop;[0.825473596057015, 0.010637596535097398]
(86, 3);1;54;3;;1.0;True;;538;stop;[0.9045464301646324, 0.006000294247453254]
(86, 3);2;219;3;;1.0;True;;674;stop;[0.9578316289215676, 0.022176808663840735]
(86, 3);3;134;3;;1.0;True;;600;stop;[0.9730252144922172, 0.0017923634256281104]
(86, 3);4;52;3;;1.0;True;;625;stop;[0.8876568971482476, 0.022749037310892974]
(86, 3);5;81;3;;1.0;True;;495;stop;[0.8982081997639221, 0.009747048961037428]
(86, 3);6;44;3;;1.0;True;;582;stop;[0.9646707473296371, 0.0008592885283912201]
(86, 3);7;99;3;;1.0;True;;482;stop;[0.8751885581341562, 0.008123423990028553]
(86, 3);8;238;3;;1.0;True;;430;stop;[0.9723983168240735, 0.002953203208446519]
(86, 3);9;69;3;;1.0;True;;684;stop;[0.9424374022728449, 0.01386988077314421]
(69, 1);0;29;0;;0.9;True;;5194;stop;[0.0015846692173979986, 0.997934919245856]
(69, 1);1;252;0;;0.1;False;;5077;stop;[0.2510968587181871, 0.14761222825670867]
(69, 1);2;296;0;;0.9;True;;4794;stop;[0.13450930854048584, 0.7502327297519163]
(69, 1);3;269;0;;0.9;True;;5892;stop;[0.04434847839284775, 0.92624701941906]
